id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4649854997103647,KkUXhtNYX,1908567493,眼科小超人老梁,#多地部署全面了解育龄妇女及生育意愿#中国现有的法律法规和舆论都不支持单身生育。大部分女人想生孩子只能结婚。然而，中国法律并不会偏袒经济弱势的妻子。1.离婚分不到大钱像蒋凡和刘强东那样，巨大的财富在婚前就被保护好了，女方婚后拿的每一分钱都是男方施舍来的。刘强东的一元年薪，如果离婚翻脸，女方分五毛？很多全职太太，根本不知道丈夫每年挣多少钱，在外借债情况，更不知道查询丈夫的征信。这种不透明的婚后财产很容易被转移和藏匿，一旦离婚诉讼，取证困难，女方很可能两手空空、拿不到孩子的监护权，还要付孩子的抚养费。2.离婚没有赡养费在日本，如果离婚，全职太太可以要求分割婚内财产，要求补偿金+养老金+子女抚养费。女方根据全职的年限分割20-50%家庭财产；全职太太从65岁开始，获得丈夫的一半养老金；给孩子的抚养费另算。在美国加州，如果离婚，全职太太获得一半婚内的收入和家产。婚姻满10年，全职太太获得永久赡养费；不满10年，前夫付1/2婚龄的赡养费。婚姻持续期间，养老金账户401(k)里的钱也要跟前妻分享一半。如果男方拖延或拒付子女抚养费，前妻可以向法庭申请强制执行，让男方入狱，也不能更新驾照（身份证），直到乖乖付钱。发达国家的法律不会让全职太太在离婚之后陷入贫困，甚至美国有的州法律规定，经济弱势一方的生活水平不能因为离婚而下降。3.女方婚育成本已婚已育妇女大多在职场贬值，找工作困难、晋升艰难。生孩子让女人的健康打折——骨质疏松、肩背腰疼、子宫肌瘤、漏尿……这些分娩副作用会困扰你。这些男人不会给补偿金。还有，在中国孝道的绑架之下，儿媳需要给公婆养老。由于女人退休早，如果那时公婆健在，那儿媳就成为免费的护工。因为儿子还要工作到60岁。约等于免费的代孕子宫，你要生吗？,,,,多地部署全面了解育龄妇女及生育意愿,186,277,3652,2021-06-19 17:34,,['http://ww3.sinaimg.cn/large/71c26dc5gy1grnpk94bxjg20jg0jgq4g.jpg'],,
4649966972701221,KkXRTbkI5,1827259601,圆圆织宗宗,Harshreality。拍八百个爸爸说我支持生三胎都没鸟用//@宅若树懒:十年家庭主妇生活，深深地感到全职主妇的无奈。工作可以积累经验，全职只是积累了一文不值的辛苦。只能告诫自己的女儿无论如何都不能全职。,,,宅若树懒,,0,0,0,2021-06-20 00:59,iPhone客户端,,,4649854997103647
4649966893271915,KkXRLdJaP,6068355355,伯乐WIN,#橙光#三个不同身世家境的女孩，开启逐梦人生之旅！（3个女鹅我都可以！）富豪家庭闺女：梦想成为全能独立女性，起因是豪气追星；（婚姻有点甜二胎女鹅续作）小康家庭闺女：梦想成为一名大学教授，起因是父母期待；贫民家庭闺女：梦想成为一个超有钱人，起因只是穷怕了；从7岁进入小学就读到步入婚姻殿堂，面临人生的每一个转折点，你究竟会如何选择？高自由度养成，丰富家庭和校园成长事件，面对亲情、友情和爱情，你又会如何把握？三位女子的逐梦人生，由你来开启！O网页链接,,,,橙光,0,0,0,2021-06-20 00:59,橙光阅读器_橙光,['http://ww4.sinaimg.cn/large/006CGcrhgy1gro2fllc59j30go09e75b.jpg'],,
4649569311525848,KkNwv6oWs,1786937891,罐头辰,这个视频一定要每一秒都看，太精彩了它名为《我支持生三胎》，副标题是「八位父亲的真诚发声」，这个创意首先就赢了，直接忽略母亲的存在更精彩的是正片，这8位真诚的父亲，回答了关于三胎的种种问题内卷严重怎么生？——这位父亲的回答是「只要我自己不卷，就没人卷的了我们」，那发生地震的时候我可不可以说，只要我觉得没震，地震就震不到我？父亲缺失的丧偶式育儿，回答则是「两个人的孩子当然两个人一起带，白天换尿布，晚上辅导作业，半夜喂奶，每一步我们都一起分担」但是回答这个问题的是一位网约车司机，爆笑如雷了家人们，你是打算把孩子放后备箱吗？大龄产妇生三胎的危险，回答的竟然是一位主治医师，说做好全面体检、营养均衡、晨跑锻炼，「只有把自己的身体锻炼到最好，才能把孩子生好」不是啊我的哥，各项生命体征没问题生孩子就没问题吗？你如果真的是医生而非演员，说这话的时候你良心真的过得去吗……老婆事业牺牲怎么办，这个回答最牛，说老婆正好一直想转型，三胎正好有了这个机会。「三胎正好有了事业转型的机会」——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上写这段话的文案朋友，我也想给你一个机会，不过是去投胎（此处文案不指具体操作执行的打工人，指下brief的上级）我理解制作这段视频的工作人员接到项目时的为难，但哪怕拍个天伦之乐的平庸视频，也别用「8位父亲真诚发声」这种东西来作恶，好吗？L罐头辰的微博视频,,,,,46312,12237,377138,2021-06-18 22:39,微博视频号,,"http://f.video.weibocdn.com/001KueiHgx07NyMXgurm01041200oRfS0E010.mp4?label=mp4_ld&template=644x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1CwnkDw1GXwCQx&Expires=1624176969&ssig=BToTpAztL3&KID=unistore,video",
4649966800472829,KkXRC1Z0h,5672693029,阿布samag,这是男的能生孩子了？男的生孩子的话三胎哪够，我支持生无数胎,,,,,0,0,0,2021-06-20 00:59,iPhone客户端,,,4649569311525848
4649598474257938,KkOhxhRGq,5032932021,1X1X,中国科学家成功让公鼠怀孕，顺利诞下10只健康幼崽！,,,,,14133,2326,89368,2021-06-19 00:35,,"['http://ww4.sinaimg.cn/large/005uBFwVgy1grmw42wwsyj30n01470y9.jpg', 'http://ww3.sinaimg.cn/large/005uBFwVgy1grmw43q8fwj30n00wj79i.jpg']",,
4649966478296882,KkXR5yOoG,2801502451,只要没SI就能笑得猖狂,//@只要房子多就不怕塌:太好了！这三胎任务就交给那些说女性就该多生孩子的男性吧,,,只要房子多就不怕塌,,0,0,0,2021-06-20 00:57,HUAWEI P40 5G,,,4649598474257938
4649966473576772,KkXR5f0tS,2760494407,和妍妍的恋爱日记,6.19今天终于考完了一科考完一直跟妍妍吐槽那个作文也太离谱了开放二胎三胎我能怎么看考试中写也只能一把子支持了考完这个终于有点时间可以陪陪妍妍了虽然考完先去睡了一下午晚上和妍妍一起玩了王者看了综艺她瞒着我偷偷开倍速不告诉我还好我聪明发现了我也开了她这点小心机哟真是一个坏女人老婆晚安哦我爱你,,,,,0,0,0,2021-06-20 00:57,iPhone客户端,,,
4649966436092041,KkXR1pyOJ,6472241345,电影静槐,我怀上了三胎，可是老公却要和我离婚，强势婆婆太重男轻女怎么办L电影静槐的微博视频,,,,,0,0,0,2021-06-20 00:57,微博视频号,,"http://f.video.weibocdn.com/7c8fysijlx07NAxkdc1W010412008qNC0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1624177005&ssig=d274RJ9byi&KID=unistore,video",
4649903932051471,KkWed8BGf,7358848958,猫蛋宝,万事皆能kpi,,,,,490,0,80,2021-06-19 20:49,iPhone 11 Pro,['http://ww4.sinaimg.cn/large/00820YMegy1grnv7a4qw0j30v91czh4x.jpg'],,
4649966280900836,KkXQM3MlC,1742632555,Mlle朵乐茶,希望组织三胎政策的时候记得本质是无套性行为//@北国佳人李春姬:“依法组织实施三孩生育政策”，光想想就觉得好笑又荒谬，怎么组织实施？,,,北国佳人李春姬,,0,0,0,2021-06-20 00:56,iPhone客户端,,,4649903932051471
4649966263864458,KkXQKgdjY,1041081177,神婆Z,//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,小乔有猫,,0,0,0,2021-06-20 00:56,iPhone客户端,,,4649569311525848
4649966196755548,KkXQDslqs,2973949410,翻滚的喵囧囧,那就出出名吧//@鹿有鳍:评论区里这广告公司的ceo还自己出来现身说法了查看图片//@保育院的兔小娜小朋友://@可爱帅气小黑猫:恶心//@起肖蔷:魔幻到我竟然词穷了//@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"鹿有鳍,保育院的兔小娜小朋友,可爱帅气小黑猫,起肖蔷,小乔有猫",,0,0,0,2021-06-20 00:56,iPhone客户端,,,4649569311525848
4649966142488691,KkXQyarqb,2807949732,美食界的欺诈师,//@然后下面就没了:等着呢//@M大王叫我来巡山:快进到…//@季风号苏打:搞快点//@江南大野花:科学家们加油加油！//@脆皮鸭文学研究人员:就要男人生孩子//@亚尼大帝:生殖腔快点安排//@能水敢心:快进到男的生三胎自己带//@小可只想退休:冲啊！男人怀孕指日可待！,,,"然后下面就没了,M大王叫我来巡山,季风号苏打,江南大野花,脆皮鸭文学研究人员,亚尼大帝,能水敢心,小可只想退休",,0,0,0,2021-06-20 00:56,iPhone客户端,,,4649598474257938
4649966120734367,KkXQw352D,2547948442,玫瑰霁风,爸比节日快乐🍾️🎆跟妈咪要幸福哦啤酒🍻环绕一起看玫瑰星云一起准备三胎,,,,,0,0,0,2021-06-20 00:56,iPhone客户端,,,
4649966025051238,KkXQmlc3A,3895407787,630_630,//@守护温周一家人:少在这里把反对的声音盖上反政策的大帽子哈一个健康的社会应该容得下对辣鸡广告的批评//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,"守护温周一家人,杨烨炘ForestYoung",,0,0,0,2021-06-20 00:55,iPhone客户端,,,4649569311525848
4649965994904853,KkXQjkzYx,5127734483,镠叶,#多地部署全面了解育龄妇女及生育意愿#反对天价彩礼，提倡三胎政策，还要保障女性就业。有意思～有个问题，如何确保四胎政策出来时，自己不是高龄产妇？,,,,多地部署全面了解育龄妇女及生育意愿,0,0,0,2021-06-20 00:55,荣耀8X,,,
4649965974978836,KkXQhkTdO,5096157542,procaffeinating的自我修养,三胎叫油腻我有小鹿犬了！,,,,,0,0,0,2021-06-20 00:55,Redmi K40,['http://ww3.sinaimg.cn/large/005ySXnoly1gro2bqwdc5j30u016mn0h.jpg'],,
4649965899743600,KkXQ9ESKQ,3026129654,小黑喵的小world,在这个温度27.4度相当舒适的夜晚一个二胎妈妈无法忍受胳膊肘子疼膝盖疼各种关节疼的痛苦默默的换上了冬季睡衣很抱歉不能再为国家三胎政策做贡献了真的不想浪费国家的医疗资源,,,,,0,1,0,2021-06-20 00:55,HUAWEI P40 5G,['http://ww1.sinaimg.cn/large/b45f12f6ly1gro22ec586j235s2dcnpe.jpg'],,
4649965790694169,KkXPZ2UAh,2353013831,FairyofIlluminati,我真高兴，压根我不想和那些生三胎生两胎的男人有任何牵扯。我也不需要男人的三分钟来糟蹋我，现在买点性玩具都不担心怀孕得病的，国男和我屁关系木有。,,,,,0,0,0,2021-06-20 00:54,iPhone客户端,,,
4649504262065885,KkLPA8FqJ,1881940564,有盐电影,？？？支持不如自己生好了，我支持。#好看视频父亲节阴间策划#,,,,好看视频父亲节阴间策划,15034,3654,126606,2021-06-18 18:21,,"['http://ww2.sinaimg.cn/large/702c2254ly1grmlowj9alj20v92beq6h.jpg', 'http://ww2.sinaimg.cn/large/702c2254ly1grml6wmk8rj20v90wt418.jpg', 'http://ww1.sinaimg.cn/large/702c2254ly1grml6wwfl4j20v90xp42a.jpg', 'http://ww3.sinaimg.cn/large/702c2254ly1grml6v1xgdj20v90y5ae3.jpg', 'http://ww4.sinaimg.cn/large/702c2254ly1grmlbo5kraj20v90h1jte.jpg', 'http://ww4.sinaimg.cn/large/702c2254ly1grml6xgbhmj20v80xh0yi.jpg', 'http://ww2.sinaimg.cn/large/702c2254ly1grml6y9hy2j20v90wrjud.jpg', 'http://ww4.sinaimg.cn/large/702c2254ly1grml6yhvl9j20v90wujuu.jpg', 'http://ww1.sinaimg.cn/large/702c2254ly1grml6yrxbbj20v90x2q69.jpg']",,
4649965714669801,KkXPRjAPn,5177004603,泳抱温柔,脑子进💩//@字幕少女:有大病//@有盐电影:采访一群生不了孩子的男人一个个眉飞色舞地说支持生三胎文案还说难不倒父亲生三胎难的是父亲吗？？？什么阴间广告策划（出自好看视频的父亲节广告,,,"字幕少女,有盐电影",,0,0,0,2021-06-20 00:54,Android,,,4649504262065885
4649965690030573,KkXPP07X7,2783990650,Chatpuccino,泪目，身为一名肛生子，杨肛生呼吁男性生三胎权力，却被身心健康人所不容，救救怀三胞胎的杨肛生！//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,杨烨炘ForestYoung,,0,1,0,2021-06-20 00:54,iPhone,,,4649569311525848
4649965677184925,KkXPNu97T,2805053800,三文一二,这几年，胜加出了不少响应国家层面的广告，深圳的宣言，共青团的重逢，五四青年节，还有扶贫什么的，大盘都是又正又长脸的，老牌一点的广告公司估计都是眼红红地看着。感觉这次天与空像是吃猪油蒙了心了，左眼一看父亲节，右眼一看响应国策，心潮澎拜得觉着抓了把三胎献媚的机会了，用力一猛，结果整出了这么个翻车玩意儿。,,,,,1,4,9,2021-06-20 00:54,新版微博 weibo.com,,,
4649965639699165,KkXPJEHc9,1954842174,又是星期一啊,二胎生活真煎熬，那些敢去生三胎真的得给,,普宁市,,,0,1,0,2021-06-20 00:54,iPhone客户端,,,
4650183016580776,Kl3ulrBXy,2821656113,消极怠工积极分子,三胎跟转型没有半毛钱关系……除非家里请得起保姆，当我没说///@M大王叫我来巡山:爆笑了，在想当然的胡乱自问自答些什么呢´_>`//@Tiger公子://@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"M大王叫我来巡山,Tiger公子,小乔有猫",,0,0,0,2021-06-20 15:18,微博国际版,,,4649569311525848
4650182853528609,Kl3u5eNX3,6499872449,十二Q_Q,//@迷惑新闻大赏:有什么大病？？？//@神猫罗尼休:太恶心了//@M大王叫我来巡山:爆笑了，在想当然的胡乱自问自答些什么呢´_>`//@Tiger公子://@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"迷惑新闻大赏,神猫罗尼休,M大王叫我来巡山,Tiger公子,小乔有猫",,0,0,0,2021-06-20 15:17,Android,,,4649569311525848
4606971929952691,K2Vn2FL9h,6630269011,人民群众是英雄,中国送走了廉价的农民工，却迎来了廉价的大学生。月薪3000招不到一个农民工，但是可以招来一群大学生。最扎心的是这群廉价的大学生，正是农民工用廉价的收入供养出来的子女。他们发现费劲辛辛苦苦培养出来的大学生，还不如当初的自己。这是一个多么扎心的发现。本以为读书出来可以改变人生，却发现还不如个农民工！如今的大学生，一个个累的没有一点快乐，还都戴上了眼睛，这世道怎么了？（转发网友方云之问）L人民群众是英雄的微博视频,,,,,635,19,771,2021-02-21 09:32,Android,,"http://f.video.weibocdn.com/zw4kf0nwlx07KxiIBufS010412005LIm0E010.mp4?label=mp4_ld&template=632x360.25.0&trans_finger=40a32e8439c5409a63ccf853562a60ef&ori=0&ps=1BVp4ysnknHVZu&Expires=1624177091&ssig=ZJ6Nsdnj6S&KID=unistore,video",
4650182828363525,Kl3u2z5Jz,3192524387,白发小老头儿,//@溪涧渔樵:具有本科毕业的大学生廉价劳动力，3000元一月的工资，他们自己生存都困难，相当一部分廉价学子工走向社会，能把他们18年的学杂生活费，靠打工赚回来就很不错了。分田单干回到了古时代的私有制，三胎是承认了当初计划生育的错误。教肓私有化医疗私有化无不验证改开色每一项的决策失误！,,,溪涧渔樵,,0,0,0,2021-06-20 15:17,华为畅享9,,,4606971929952691
4650162288594712,Kl2WUA3So,7344653959,熊妮千玺的思,EXO父亲节快乐金钟大❤️愿你开心幸福,,,,,8,0,1,2021-06-20 13:55,EXO超话,['http://ww2.sinaimg.cn/large/00813q0Dgy1groouj8n8tj31900u0goh.jpg'],,
4650182757847177,Kl3tVwVpn,6577106712,炸鳖林,#金钟大父亲节快乐#//@胳肢窝比耶S:#金钟大父亲节快乐#再接再厉三胎准备一下//@吃口豆子:#金钟大父亲节快乐#❤️,,,"胳肢窝比耶S,吃口豆子",金钟大父亲节快乐,0,1,0,2021-06-20 15:17,,,,4650162288594712
4650182748670345,Kl3tUAnyh,6553589115,秋痕聊八卦,胡杏儿三胎产后两个月晒照，身材状态堪称完美，明星生娃太硬核有孩子后妈妈大多都比较邋遢，因为又要照顾孩子又要照顾家，完全没有心思和时间打扮自己，实属无奈。然而，有时外出也会发现有些宝妈保养得很好，打扮时尚，其实这都是背后付出的结果。生完三胎两个月后，胡杏儿晒完美身材香港演员胡杏儿已然是三个娃的妈了，尽管她在大多数人心目中并不在大美人之列，不过在演技上基本没得挑。出于严格的自我要求，胡杏儿三胎产后两个月，就晒出了复工照，身材状态堪称完美，引得不少网友感慨：明星生娃太硬核，生得快恢复也快。,,,,,0,0,0,2021-06-20 15:17,新版微博 weibo.com,"['http://ww1.sinaimg.cn/large/0079wbUfgy1gror7w4jeqj30u00wjb2b.jpg', 'http://ww4.sinaimg.cn/large/0079wbUfgy1gror7xyao6j30u016wx6q.jpg', 'http://ww2.sinaimg.cn/large/0079wbUfgy1gror7zct9aj315o0rs4qp.jpg', 'http://ww3.sinaimg.cn/large/0079wbUfgy1gror80clmbj315o0rsto1.jpg', 'http://ww4.sinaimg.cn/large/0079wbUfgy1gror823mo1j30ul0u07wk.jpg']",,
4650182732417302,Kl3tTa8QK,5996370106,大型犬焱雷君,//@一条池池:你支持？你凭什么支持？拿出你的子宫存在的证明来看看？//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,"一条池池,杨烨炘ForestYoung",,0,0,0,2021-06-20 15:17,iPhone客户端,,,4649569311525848
4650182501207422,Kl3tw546y,1639814233,naiQQQQQQ,#率先当三胎父母的90后#,,,,率先当三胎父母的90后,0,0,0,2021-06-20 15:16,iPhone客户端,,,
4650182463457238,Kl3tsevnU,3740985674,lyrcelice,#2021年第#2⃣️3⃣️周1.这周食堂的菜2-3.北京的蓝天4-6.4做的可乐鸡翅第一顿就被光盘了5是爸爸妈妈给寄的樱桃6是小可爱说看到我们公司没发粽子给我买的粽子7.二儿子来了老母亲被治愈哭二儿子是36cm的小儿子28cm等着大儿子有货再买个47cm的积极响应w国家的三胎政策8.都多大的人了身上的伤就没断过9.面对图9这样的除了拍照骂他我也没勇气也没精力在地铁里跟他辩驳让他穿上鞋10-15.昨天去逛山姆了有点小不太好逛…推荐麻薯包和虾片还有橙汁小青柠果汁儿但是榴莲千层就算了吧……榴莲肉丰富但是奶油和饼皮实在一般,,,,2021年第,0,0,0,2021-06-20 15:16,iPhone 12 Pro,"['http://ww4.sinaimg.cn/large/defae94aly1groqz9uw8dj213u0tu4qp.jpg', 'http://ww1.sinaimg.cn/large/defae94aly1groqw01uqrj23402c0e2u.jpg', 'http://ww2.sinaimg.cn/large/defae94aly1groqw1kiz4j22c03407qg.jpg', 'http://ww2.sinaimg.cn/large/defae94aly1groqwatcf6j22c0340u0x.jpg', 'http://ww4.sinaimg.cn/large/defae94aly1groqw2xj9gj219t0ydk9w.jpg', 'http://ww1.sinaimg.cn/large/defae94aly1groqw3my7uj23402c01ky.jpg', 'http://ww3.sinaimg.cn/large/defae94aly1groqvkbmorj22c0340b29.jpg', 'http://ww2.sinaimg.cn/large/defae94aly1groqxw4954j21fh2trkee.jpg', 'http://ww1.sinaimg.cn/large/defae94aly1groqxxxwsxj22c03407wj.jpg']",,
4649790933307678,KkThXdStE,1805300532,库特纳霍拉的骨头,小猪佩奇有一集里妈妈在电脑前面上班，爸爸做饭陪孩子。为什么小猪佩奇火了这么多年啊，这就是原因——它拍了一种来自生活、提炼了生活里美好的那部分的内容。那个鼓励三胎的父亲节视频呢？它明明可以拍父亲半夜起来冲奶粉喂奶哄睡母亲在旁边翻个身继续睡，母亲出长差父亲在家陪孩子一起跟妈妈视频叫妈妈安心工作家里好着呢，父亲教孩子走路、骑自行车妈妈在旁边拍照，全家人出去徒步、攀岩、露营，父亲辅导作业气得肝疼然后妈妈帮他调整下情绪继续教，父亲做菜妈妈赶工，妈妈读出了更高的学位爸爸带着孩子在大学校园的草地跟妈妈一起扔博士帽。之类之类。老套，俗气，但好歹是一种比现实好一点的生活。它不。它非要找八个男的，支持生三胎。这八个男的，每个都在一个阴森森的小黑屋里，没有任何生活场景，只有这些男的在晦暗灯光下自言自语，脸上流露出牵强的微笑，他们老婆长啥样？孩子是什么状态？老婆对再生一个有什么想法？孩子那儿做好思想工作了吗？不知道，完全不知道，没有生活，没有细节，就几个从社会上摘取的典型职业，跟背答题模板一样说些假大空的话。想到那句经典的——给我你的plan？没有plan你忽悠鬼。,,,,,765,188,7516,2021-06-19 13:20,iPhone 11 Pro Max,,,
4650182455069711,Kl3trlgRx,7388166861,失眠叶甫盖尼,//@装可乐汽水的气球:我老公就是半夜孩子夜醒，我起不来，我老公爬起来哄睡孩子，放下以后他再睡。然后经历过这些以后，我老公连二胎都不想要了。感觉那个支持三胎视频好假，真正照顾过孩子的男人，不，人类，就知道半夜每两个小时醒一次有多痛苦,,,装可乐汽水的气球,,0,0,0,2021-06-20 15:16,iPhone X,,,4649790933307678
4650182450349383,Kl3tr1sTd,6664164304,丽岚娱乐,黄圣依在直播间说出三胎计划，想再添一位公主，杨子暖心回应加油黄圣依和杨子自从合体参加了首档亲情类综艺节目《婆婆和妈妈》后，人气不断暴涨，网友纷纷喊话杨子再出圈，和黄圣依合拍作品。,,,,,0,0,0,2021-06-20 15:16,新版微博 weibo.com,"['http://ww2.sinaimg.cn/large/007h09z2gy1gror6kqc7sj30ht0hxdgv.jpg', 'http://ww3.sinaimg.cn/large/007h09z2gy1gror6lvgijj30cz0jdmxt.jpg', 'http://ww1.sinaimg.cn/large/007h09z2gy1gror6n0628j30d70h4aao.jpg', 'http://ww3.sinaimg.cn/large/007h09z2gy1gror6nwmwsj30gf0hwgms.jpg', 'http://ww1.sinaimg.cn/large/007h09z2gy1gror6oeu98j30d10h5wez.jpg', 'http://ww2.sinaimg.cn/large/007h09z2gy1gror6pe2g9j30d10if74t.jpg', 'http://ww4.sinaimg.cn/large/007h09z2gy1gror6qao9tj60e30gi3z002.jpg', 'http://ww4.sinaimg.cn/large/007h09z2gy1gror6qz4obj30ht0btweu.jpg', 'http://ww2.sinaimg.cn/large/007h09z2gy1gror6rtgqfj30go0bkgm1.jpg']",,
4650182413651873,Kl3tnfk1b,3664799810,一奶糖酱,？？？恶臭//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,杨烨炘ForestYoung,,0,0,0,2021-06-20 15:16,HUAWEI P40 Pro 5G,,,4649569311525848
4650182384288018,Kl3tkhZvA,2256806193,白日空想专家,//@瓜皮的id酱:绝了//给个群号有钱一起赚//@待进化体:我吐了//@兔饺饺:原来不是反讽……//@M大王叫我来巡山:爆笑了，在想当然的胡乱自问自答些什么呢´_>`//@Tiger公子://@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"瓜皮的id酱,待进化体,兔饺饺,M大王叫我来巡山,Tiger公子,小乔有猫",,0,0,0,2021-06-20 15:16,iPhone客户端,,,4649569311525848
4650182376162195,Kl3tjpR4f,1593457281,郑州说说,#楼市杂谈#今天说说为什么？楼市房贷利率上调为什么？二手房交易又增加了紧箍咒，为什么？教育培训机构资本大撤退，市值蒸发一半为什么？为什么二胎不愿意生，三胎更不愿意？主要还是如今房地产泡沫太严重，软着陆比硬好。通过贷款、土地集中供应，让国企持续占有市场。锁死二手房对于投资客来说就是一波打击，房地产税改革也会加快，意图在打新上赚快钱在当下不是政治正确。当房价降下到一定程度后，老百姓身上的三座大山之一就解决了。那么对于校外培训，线上培训整顿，也是意图降低教育成本，让天赋和努力兼有的人从事更高端的职业，让靠平时突击的做他应该做的事，为职业大学和其他大学铺平道路。让社会上少点眼高手低，多点工人无可厚非。这是教育成本的降低。还有就是医疗。一人住院就可能毁掉一个家庭。门诊费后期也可能纳入医疗报销，对于非必要住院在农村地区盛行也有序严厉打击，更多的利好政策接踵而至。房产、医疗和教育的三座大山掀翻，估计计划生育还得来一遍。不过未来是美好的，努力锻炼身体，争取可以见到那天的太阳🌞。,,,,楼市杂谈,1,1,1,2021-06-20 15:16,iPhone 12 Pro(海蓝色),['http://ww3.sinaimg.cn/large/5efa3a81ly1gror6hv0qpj20c80ietar.jpg'],,
4650182321111742,Kl3te4Fdk,5756746206,HarryStylinson2,//@孟同学不会再爬墙了://@LP锅女士:我好像认识一个实习的前同事去了这家公司//://@肥啾电影:没看出来他们说的话和生三胎之间有什么逻辑关系，可能是我语文不好，理解不了。//@罐头辰:这视频不是反讽，拍摄视频这家公司老板群里艾特一个女性说「没有我们男人，你们也生不出来」了,,,"孟同学不会再爬墙了,LP锅女士,肥啾电影,罐头辰",,0,0,0,2021-06-20 15:16,魅族16s旗舰手机,,,4649569311525848
4650182292276265,Kl3tb9y9X,1848533247,巳时_,什么时候有男妈妈了，多少胎都不是问题//@刀卜作:“我要生三胎”：然后来出镜的全是男的，还有比这更讽刺的事吗，如此明目张胆地宣布男性对女性子宫和生育权的全面“占领“，世界上只此一家了吧。看着视频以为我国生殖技术猪突猛进，已实现男人三胎生子了呢。,,,刀卜作,,0,0,0,2021-06-20 15:16,Redmi K30 Pro 真旗舰,,,4649569311525848
4650182249283617,Kl3t6CX5L,6037374922,去太阳里找你,老板说给我个校区当校长，三胎放开了你们能都多生点不。,,,,,0,0,0,2021-06-20 15:15,努力敏的Android,['http://ww1.sinaimg.cn/large/006AAd0Sly1gror545khij309q09qdgo.jpg'],,
4650182241161742,Kl3t64SdM,6461494048,浅辞-Natalia,啧//@Royannnn:男人闭嘴吧//@喜喜果:我们健康的社会一直支持男性同胞生三胎，真的//@水果君:噗哈哈哈哈//@JoannaBlue:右边就是爹味广告制作者//@杨烨炘ForestYoung:你有反对三胎的权利，我也有支持三胎的权利，一个健康的社会应该容得下不同的意见,,,"Royannnn,喜喜果,水果君,JoannaBlue,杨烨炘ForestYoung",,0,0,0,2021-06-20 15:15,华为手机 畅享玩不停,,,4649569311525848
4650182237489668,Kl3t5vqp6,2440422844,哇哇哇哇哇Wallace_,？？？//@瓜皮的id酱:绝了//@待进化体:我吐了//@兔饺饺:原来不是反讽……//@M大王叫我来巡山:爆笑了，在想当然的胡乱自问自答些什么呢´_>`//@Tiger公子://@小乔有猫:“说老婆三胎正好有了事业转型的机会——这句振聋发聩的话势必会被刻在中国广告史的耻辱柱上”,,,"瓜皮的id酱,待进化体,兔饺饺,M大王叫我来巡山,Tiger公子,小乔有猫",,0,0,0,2021-06-20 15:15,iPhone客户端,,,4649569311525848
4650182224905863,Kl3t4kAeP,7582379382,胳肢窝比耶S,#金钟大父亲节快乐#再接再厉三胎准备一下//@吃口豆子:#金钟大父亲节快乐#❤️,,,吃口豆子,金钟大父亲节快乐,2,0,0,2021-06-20 15:15,,,,4650162288594712
4650178340716746,Kl3mO30sq,2332588492,胖无腰,建议看一下纪录片生门//@肥啾电影:没看出来他们说的话和生三胎之间有什么逻辑关系，可能是我语文不好，理解不了。//@好茶贪香又恋花:滚！你们牛逼你们自己生啊！//@楚惜刀://@罐头辰:这视频不是反讽，拍摄视频这家公司老板群里艾特一个女性说「没有我们男人，你们也生不出来」了,,,"肥啾电影,好茶贪香又恋花,楚惜刀,罐头辰",,0,0,0,2021-06-20 15:00,iPhone客户端,,,4649569311525848
