id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4649526901606156,KkMq66JPK,5766907756,不要乱扔乐色,【投稿】有人在万达拉横幅，讽刺王思聪名为“舔狗”，实为“豺狼。。。,,,,,26210,2583,119071,2021-06-18 19:51,,"['http://ww1.sinaimg.cn/large/006ihm9egy1grmnvamizoj33k02o0kjo.jpg', 'http://ww2.sinaimg.cn/large/006ihm9egy1grmnvbxj6yj32o03k01kz.jpg', 'http://ww1.sinaimg.cn/large/006ihm9egy1grmnvdkb6oj33k02o0hdv.jpg', 'http://ww4.sinaimg.cn/large/006ihm9egy1grmnvezl4oj32yo3y8kjn.jpg']",,
4649966787625651,KkXRAvZMn,3165344725,今天吃什么肉好呢,舒服了//@猫猫草不是草:爽//@厌女文化抵制者:#王思聪是恐怖追求者#干得漂亮！//@_海洛://@花蟹酱:点个赞//@腐格格:干得好👏//@狸猫猫lililicat:民智开化//@小肥羊_当了节操换酒喝:行为艺术//@偶脚得偶还可以抢救一下:落款//@萝露蜜拉:行为艺术//@急速冷却茶:惊呼一声爽翻了天灵盖,,,"猫猫草不是草,厌女文化抵制者,_海洛,花蟹酱,腐格格,狸猫猫lililicat,小肥羊_当了节操换酒喝,偶脚得偶还可以抢救一下,萝露蜜拉,急速冷却茶",王思聪是恐怖追求者,0,0,0,2021-06-20 00:58,iPhone客户端,,,4649526901606156
4649966767966125,KkXRyxqlT,2164864917,无差别社会,#如何评价王思聪和孙一宁的爱恨情仇#为什么说孙网红和她隔壁小王互相伤害，低趣味炒作对社会影响恶劣？其一隔壁小王一贯作风其二孙网红因为和隔壁小王吵闹而短时间获得大笔收入（直接造成年轻女性扭曲的价值观进而形成）。,,,,如何评价王思聪和孙一宁的爱恨情仇,0,1,5,2021-06-20 00:58,HUAWEI P30,,,
4649966733363976,KkXRve77G,6112067122,Decadent小疯子,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649966683033217,KkXRqcJ4R,6112067122,Decadent小疯子,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649966679360605,KkXRpDh7v,7625312968,用户7625312968,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649966628505013,KkXRkzGxD,7543163988,用户7543163988,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649791974282023,KkTjDhXWT,2726698224,阿粪青,#想你的夜诗朗诵版#艹我笑的在床上打滚哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈请欣赏诗朗诵《想你的夜》👉O网页链接L阿粪青的微博视频,,,,想你的夜诗朗诵版,13793,7376,42804,2021-06-19 13:24,微博视频号,,"http://f.video.weibocdn.com/002NvJfEgx07NzLIwYUT01041200iOCs0E010.mp4?label=mp4_ld&template=360x640.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1A1eh1m4ElLYfp&Expires=1624177702&ssig=zwDnSUbVoK&KID=unistore,video",
4649966628504537,KkXRkzGpX,1812762454,咩咩是马脸羊呀,救命//@宫村琴美:哈哈哈哈哈哈哈//@大熊熊熊17:笑死//@红A酱://@楚楚子w:最后太感人了//@啊绫酱酱酱://@大头和他的朋友们:哈哈哈//@一只学霸:草哈哈哈哈哈//@薇徽菲薇:他们是怎么做到这么严肃的//@娇曰曰曰曰曰曰：读出了令人感动的味儿//@山河作废:王思聪听了都想落泪,,,"宫村琴美,大熊熊熊17,红A酱,楚楚子w,啊绫酱酱酱,大头和他的朋友们,一只学霸,薇徽菲薇,娇曰曰曰曰曰曰,山河作废",,0,0,0,2021-06-20 00:58,iPhone客户端,,,4649791974282023
4649966598884860,KkXRhBhmc,6112067122,Decadent小疯子,我免费围观了@王思聪的回答，问题价值10000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649966586563995,KkXRgrxAT,3880563345,Crataegus9016,#如何评价王思聪和孙一宁的爱恨情仇##电视剧小娘惹#听说你过得并不好我就放心了,,,,"如何评价王思聪和孙一宁的爱恨情仇,电视剧小娘惹",0,0,0,2021-06-20 00:58,微博 weibo.com,,,
4649442928495294,KkKeEzE0S,1657274763,晚安_MyLove,#王思聪曝光和孙一宁聊天记录#慢慢看L晚安_MyLove的微博视频,,,,,896,121,2973,2021-06-18 14:17,iPhone XR,,"http://f.video.weibocdn.com/9Ig4sTbMlx07Nyet1Ugg01041200tbu70E010.mp4?label=mp4_ld&template=360x776.25.0&trans_finger=6006a648d0db83b7d9951b3cee381a9c&ori=0&ps=1BVp4ysnknHVZu&Expires=1624177752&ssig=3AaP71I6Ac&KID=unistore,video",
4649966566375512,KkXReqKyQ,7605798917,写给何一波,看王思聪仿佛看到了自己他真的以一己之力拉高了…的水平,,,,,0,0,0,2021-06-20 00:58,iPhone客户端,,,4649442928495294
4649966536494972,KkXRbrfDC,7543163988,用户7543163988,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 00:57,微博 weibo.com,,,
4650185857174409,Kl3yVu6oh,1000480912,泣泣再不见,山西医科大学-------60岁荷尔蒙仍旺盛的太原市卫健委男【宫殿元】为了维护他和女人复杂混乱的关系把患者的权利当做讨好女人太原市太航医院医生女【樊晓霞】的筹码，这对男女必须付出他们自己争取的行政处罚。抗疫在即，把太原430万人的健康交予眼里只有女人的官员【宫殿元】是太原人的不幸。老骥伏枥，志在女人医疗纠纷自2013年10月至今有7年了。其中我母亲在医院植物人，戴胃管，尿管，气管切开上呼吸机共维持了3年9个月，期间家人和母亲承受了太多的痛苦。母亲在我怀里咽下最后一口气。我发誓要为母亲讨回公道。太原市小店区人民法院对我起诉太航医院已做出判决：太原市太航医院在对李杰母亲的治疗中，负有不可推卸的医疗责任。法律对太原市卫健委【宫殿元】滥用职权包庇女医生的做法是这样解释的：《医疗事故处理条例》第6章罚则，第54条，第三项：未将应当进行医疗事故技术鉴定的重大医疗过失行为或者医疗事故争议移交医学会组织鉴定的。依法给予降职或者撤职的行政处分。2017.7因我母亲普通感冒去世，为了指出是太原市太航医院【樊晓霞】的医疗责任，我申请了医疗鉴定，这个权利是法律赋予每个公民的。医疗鉴定前期太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议，但不知为何太原市卫健委在拖了1年7个月后（已过法律时效），同医院又一起否认当时我指出的医疗责任(有内幕？）还剥夺了我的医疗鉴定权。自此我丧失了可以定责医院的权利，法律给公民解决医疗纠纷的渠道被野蛮堵死。太原市卫健委由执法者变为违法者，法律被他踩于脚下。我人权被剥夺。投诉渠道被堵死，已无路可走，我只能选择网上寻求帮助。我实名举报太原市卫健委【宫殿元】权力寻租，太原市太航医院【樊晓霞】就是权力的受益者。我真诚希望监察纪检，卫生系统的上级部门能来审查。先查我举报是否属实，不属实法办我。如果查出太原市卫健委【宫殿元】确实违法，请别手软。我的资料他们2方全有。患者儿子：李杰日期：2018.4#你经历过职场的塑料友谊吗##糖尿病真的不能逆转吗##月薪四千要请同事喝奶茶吗##国足这次能冲进世界杯吗##五块钱以下的雪糕有多好吃##外卖真的不健康吗##休息时间要回复领导吗##朋友去世微信要删除吗##爱发朋友圈是一种炫耀吗##如何评价王思聪和孙一宁的爱恨情仇##国足这次能冲进世界杯吗##端午##粽子##做完近视手术你后悔吗##毕业旅行安排上了##高考后选什么专业有前途##长期不上班会导致什么后果##谁是你的白玉兰奖意难平##离职后要删除领导吗##如果每天只上8个小时班##高考带给你的意义是什么##夏天如何科学减肥减脂##单休和双休对生活的影响##年轻人为什么反感家里来客##想实名安利的专业##相亲没成可以要回红包吗##高考睡着了是什么体验##给高考生写一句话##高考作文大赛##彩礼存在的真正意义是什么##高考超常发挥的人怎么样了##业主群里的吵架有多好笑##,,,,"你经历过职场的塑料友谊吗,糖尿病真的不能逆转吗,月薪四千要请同事喝奶茶吗,国足这次能冲进世界杯吗,五块钱以下的雪糕有多好吃,外卖真的不健康吗,休息时间要回复领导吗,朋友去世微信要删除吗,爱发朋友圈是一种炫耀吗,如何评价王思聪和孙一宁的爱恨情仇,端午,粽子,做完近视手术你后悔吗,毕业旅行安排上了,高考后选什么专业有前途,长期不上班会导致什么后果,谁是你的白玉兰奖意难平,离职后要删除领导吗,如果每天只上8个小时班,高考带给你的意义是什么,夏天如何科学减肥减脂,单休和双休对生活的影响,年轻人为什么反感家里来客,想实名安利的专业,相亲没成可以要回红包吗,高考睡着了是什么体验,给高考生写一句话,高考作文大赛,彩礼存在的真正意义是什么,高考超常发挥的人怎么样了,业主群里的吵架有多好笑",0,0,0,2021-06-20 15:29,搜狗高速浏览器,,,
4650185852717297,Kl3yVboTn,6257771106,命理学之满先生,发布了头条文章：《王思聪八字命理赏析：从八字原局分析为什么桃花不断？》O王思聪八字命理赏析：从八字原局分析为什么桃花不断？,http://t.cn/A6f7e1Z4,,,,0,0,0,2021-06-20 15:29,微博 weibo.com,,,
4650185852455072,Kl3yVaiFW,5508418551,糖糖子每天都要顺顺利利哟,哈哈哈哈哈//@恩顾:什么鬼！笑吐了//@沐非://@嗣音__:在下佩服//@文科班校花酱:有内味儿了//@一只学霸:草哈哈哈哈哈哈哈哈哈哈哈哈//@薇徽菲薇:他们是怎么做到这么严肃的//@娇曰曰曰曰曰曰：读出了令人感动的味儿//@山河作废:王思聪听了都想落泪,,,"恩顾,沐非,嗣音__,文科班校花酱,一只学霸,薇徽菲薇,娇曰曰曰曰曰曰,山河作废",,0,0,0,2021-06-20 15:29,微博国际版,,,4649791974282023
4650185832271240,Kl3yT9wQU,7629787914,用户7629787914,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 15:29,微博 weibo.com,,,
4650185809989966,Kl3yQFUQu,1000480912,泣泣再不见,中国发布-------60岁荷尔蒙仍旺盛的太原市卫健委男【宫殿元】为了维护他和女人复杂混乱的关系把患者的权利当做讨好女人太原市太航医院医生女【樊晓霞】的筹码，这对男女必须付出他们自己争取的行政处罚。抗疫在即，把太原430万人的健康交予眼里只有女人的官员【宫殿元】是太原人的不幸。老骥伏枥，志在女人医疗纠纷自2013年10月至今有7年了。其中我母亲在医院植物人，戴胃管，尿管，气管切开上呼吸机共维持了3年9个月，期间家人和母亲承受了太多的痛苦。母亲在我怀里咽下最后一口气。我发誓要为母亲讨回公道。太原市小店区人民法院对我起诉太航医院已做出判决：太原市太航医院在对李杰母亲的治疗中，负有不可推卸的医疗责任。法律对太原市卫健委【宫殿元】滥用职权包庇女医生的做法是这样解释的：《医疗事故处理条例》第6章罚则，第54条，第三项：未将应当进行医疗事故技术鉴定的重大医疗过失行为或者医疗事故争议移交医学会组织鉴定的。依法给予降职或者撤职的行政处分。2017.7因我母亲普通感冒去世，为了指出是太原市太航医院【樊晓霞】的医疗责任，我申请了医疗鉴定，这个权利是法律赋予每个公民的。医疗鉴定前期太航医院和太原市卫健委对我指出是医院的医疗责任以及病历的缺失无异议，但不知为何太原市卫健委在拖了1年7个月后（已过法律时效），同医院又一起否认当时我指出的医疗责任(有内幕？）还剥夺了我的医疗鉴定权。自此我丧失了可以定责医院的权利，法律给公民解决医疗纠纷的渠道被野蛮堵死。太原市卫健委由执法者变为违法者，法律被他踩于脚下。我人权被剥夺。投诉渠道被堵死，已无路可走，我只能选择网上寻求帮助。我实名举报太原市卫健委【宫殿元】权力寻租，太原市太航医院【樊晓霞】就是权力的受益者。我真诚希望监察纪检，卫生系统的上级部门能来审查。先查我举报是否属实，不属实法办我。如果查出太原市卫健委【宫殿元】确实违法，请别手软。我的资料他们2方全有。患者儿子：李杰日期：2018.4#你经历过职场的塑料友谊吗##糖尿病真的不能逆转吗##月薪四千要请同事喝奶茶吗##国足这次能冲进世界杯吗##五块钱以下的雪糕有多好吃##外卖真的不健康吗##休息时间要回复领导吗##朋友去世微信要删除吗##爱发朋友圈是一种炫耀吗##如何评价王思聪和孙一宁的爱恨情仇##国足这次能冲进世界杯吗##端午##粽子##做完近视手术你后悔吗##毕业旅行安排上了##高考后选什么专业有前途##长期不上班会导致什么后果##谁是你的白玉兰奖意难平##离职后要删除领导吗##如果每天只上8个小时班##高考带给你的意义是什么##夏天如何科学减肥减脂##单休和双休对生活的影响##年轻人为什么反感家里来客##想实名安利的专业##相亲没成可以要回红包吗##高考睡着了是什么体验##给高考生写一句话##高考作文大赛##彩礼存在的真正意义是什么##高考超常发挥的人怎么样了##业主群里的吵架有多好笑##,,,,"你经历过职场的塑料友谊吗,糖尿病真的不能逆转吗,月薪四千要请同事喝奶茶吗,国足这次能冲进世界杯吗,五块钱以下的雪糕有多好吃,外卖真的不健康吗,休息时间要回复领导吗,朋友去世微信要删除吗,爱发朋友圈是一种炫耀吗,如何评价王思聪和孙一宁的爱恨情仇,端午,粽子,做完近视手术你后悔吗,毕业旅行安排上了,高考后选什么专业有前途,长期不上班会导致什么后果,谁是你的白玉兰奖意难平,离职后要删除领导吗,如果每天只上8个小时班,高考带给你的意义是什么,夏天如何科学减肥减脂,单休和双休对生活的影响,年轻人为什么反感家里来客,想实名安利的专业,相亲没成可以要回红包吗,高考睡着了是什么体验,给高考生写一句话,高考作文大赛,彩礼存在的真正意义是什么,高考超常发挥的人怎么样了,业主群里的吵架有多好笑",0,0,0,2021-06-20 15:29,搜狗高速浏览器,,,
4650185785345443,Kl3yOmqAP,7555914051,娱乐播报员登场,王思聪的副业怕不是个狗仔吧，怎么放个料也学张小寒他们先来个预告，我真是无语了。我记得他上次也说要整理证据，结果就来了还没有孙一宁放出来劲爆的聊天记录。虽然两位我都不喜欢，但希望宁姐也能继续放出他舔狗的证据...,,,,,0,0,0,2021-06-20 15:29,前后2000万 OPPO R11,['http://ww3.sinaimg.cn/large/008flQptgy1groric0cbfj30u00g575a.jpg'],,
4650185777744426,Kl3yNwuG6,6087853835,赴晓之音,《#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！》O#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！,,,,王思聪,0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185777480043,Kl3yNvnTR,1660485062,轻妍黛绿,"《#杜海涛#父母身份被扒,#王思聪#都要礼让三分,网友:难怪沈梦辰喜欢》O#杜海涛#父母身份被扒,#王思聪#都要礼让三分,网友:难怪沈梦辰喜欢",,,,"杜海涛,王思聪",0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185777218013,Kl3yNuhJz,1965175661,轻柔蔓紫,"《#杜海涛#父母身份被扒,#王思聪#都要礼让三分，网友:难怪沈梦辰喜欢》O#杜海涛#父母身份被扒,#王思聪#都要礼让三分，网友:难怪沈梦辰喜欢",,,,"杜海涛,王思聪",0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185776693830,Kl3yNs5n0,2115580910,希言戚然,《#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！》O#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！,,,,王思聪,0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185773027243,Kl3yNcHwv,2480701641,治愈之书,《#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！》O#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！,,,,王思聪,0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185772765404,Kl3yNbBpi,2485846222,几叶清霜,《#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！》O#王思聪#从未撕过的六个女星，前三个是喜欢，后三个是真的不敢惹！！,,,,王思聪,0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185772765215,Kl3yNbBmf,5284264770,某某养生,《王思聪叫她“野鸡”，因不满4500万打胎费，偷生下孩子赢了个大满贯》O王思聪叫她“野鸡”，因不满4500万打胎费，偷生下孩子赢了个大满贯,,,,,0,0,0,2021-06-20 15:29,皮皮时光机,,,
4650185739211344,Kl3yJCEi4,6919261405,离心看剧,揭秘：成龙退出林凤娇全资持股公司，背后到底隐藏了什么玄机？就在王思聪与孙一宁的瓜刚告一段落，“成龙退出林凤娇全资持公司”的瓜又冲上了热搜。据天眼查APP显示。近日，成龙在内地的两家公司接连发生工商变更，陈港生（成龙）退出，新增廖柔雯。,,,,,0,0,0,2021-06-20 15:29,新版微博 weibo.com,"['http://ww3.sinaimg.cn/large/007ygvYpgy1grork8814dj60ht09b76m02.jpg', 'http://ww1.sinaimg.cn/large/007ygvYpgy1grork9kzqbj60gv0bmdgc02.jpg', 'http://ww3.sinaimg.cn/large/007ygvYpgy1grorkatxwaj30ht0g0q4h.jpg', 'http://ww1.sinaimg.cn/large/007ygvYpgy1grorkc094fj30ht0dd14o.jpg', 'http://ww1.sinaimg.cn/large/007ygvYpgy1grorkcya4dj30ht0bph13.jpg', 'http://ww2.sinaimg.cn/large/007ygvYpgy1grorke48f3j30ht0dd15a.jpg', 'http://ww4.sinaimg.cn/large/007ygvYpgy1grorkfh3kpj30ht0bvwpg.jpg']",,
4649012856100814,Kkz2ZpB6e,5609184218,羊就是咩咩叫,ddwu武迪回应之前与王思聪的纠纷,,,,,7912,1384,65167,2021-06-17 09:48,,"['http://ww2.sinaimg.cn/large/0067Bz3cly1grl0v0uo25j30u04fvu0x.jpg', 'http://ww1.sinaimg.cn/large/0067Bz3cly1grl0v1j041j30k050g1g0.jpg', 'http://ww2.sinaimg.cn/large/0067Bz3cly1grl0v2210gj30n00cdwg7.jpg', 'http://ww4.sinaimg.cn/large/0067Bz3cly1grl0v2dybkj30dw073jsl.jpg', 'http://ww3.sinaimg.cn/large/0067Bz3cly1grl0v2lr0ij30dw0740tw.jpg', 'http://ww3.sinaimg.cn/large/0067Bz3cly1grl0v2xngoj30dw0593z9.jpg', 'http://ww4.sinaimg.cn/large/0067Bz3cly1grl0v3675zj60n004qq3802.jpg', 'http://ww3.sinaimg.cn/large/0067Bz3cly1grl0v3ft0gj30n00cdwg7.jpg']",,
4650185710633838,Kl3yH2ETc,6195986624,往死赚钱,烂死了//@非洲土著小王子:😅//@崇仔:恶劣到难以想象//@乌龙蜜桃味冰宝:他什么时候死啊//@虎半仙:过得很好就好//@狮皿皿:wtf呕了//@免庖丁:王思聪和同伴在韩国街头殴打女生，遇到一个女网红制止，不仅把见义勇为的女网红打了，直接放话说要弄死她、见一次打一次、包庇者同罪,,,"非洲土著小王子,崇仔,乌龙蜜桃味冰宝,虎半仙,狮皿皿,免庖丁",,0,0,0,2021-06-20 15:28,荣耀V30 PRO 5G,,,4649012856100814
4650185689399504,Kl3yEDreU,7425627863,sea46774,我免费围观了@王思聪的回答，问题价值5000.00元，快来一起免费围观~O微博问答,,,王思聪,,0,0,0,2021-06-20 15:28,微博 weibo.com,,,
